STT,MaSV,HoTen,NgaySinh,NoiSinh,GioiTinh,MaLop,Email,KhoaHoc,BacDaoTao,LoaiHinhDT,NganhDT,ChuyenNganh,Khoa,TinhTrang
988,SV1807,Lý Quốc Huy,2004-08-26,Tiền Giang,Nam,DC03,sv1807@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
989,SV1808,Nguyễn Phương Anh,2005-09-27,Nghệ An,Nữ,DC03,sv1808@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
990,SV1809,Trần Thanh Dũng,2006-10-01,Thanh Hóa,Nam,DC03,sv1809@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
991,SV181,Huỳnh Thanh Yến,2003-02-20,Hà Nội,Nữ,CNTT03,sv181@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
992,SV1810,Lê Gia Long,2002-11-02,Hải Phòng,Nam,DC03,sv1810@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
993,SV1811,Phạm Khánh Linh,2003-12-03,Nam Định,Nữ,DC03,sv1811@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
994,SV1812,Hoàng Thị Nga,2004-01-04,Quảng Nam,Nữ,DC03,sv1812@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
995,SV1813,Huỳnh Quốc Đạt,2005-02-05,Khánh Hòa,Nam,DC03,sv1813@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
996,SV1814,Phan Đức Cường,2006-03-06,Lâm Đồng,Nam,DC03,sv1814@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
997,SV1815,Vũ Thanh Khang,2002-04-07,TP.HCM,Nam,DC03,sv1815@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
998,SV1816,Võ Mỹ Lan,2003-05-08,Hà Nội,Nữ,DC03,sv1816@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
999,SV1817,Đặng Khánh My,2004-06-09,Đà Nẵng,Nữ,DC03,sv1817@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1000,SV1818,Bùi Thị Trang,2005-07-10,Cần Thơ,Nữ,DC03,sv1818@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1001,SV1819,Đỗ Quốc Bình,2006-08-11,Đồng Nai,Nam,DC03,sv1819@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1002,SV182,Phan Phương Chi,2004-03-21,Đà Nẵng,Nữ,CNTT03,sv182@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1003,SV1820,Hồ Đức Hải,2002-09-12,Bình Dương,Nam,DC03,sv1820@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1004,SV1821,Ngô Bảo Hương,2003-10-13,Long An,Nữ,DC03,sv1821@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1005,SV1822,Dương Mỹ Mai,2004-11-14,Tiền Giang,Nữ,DC03,sv1822@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1006,SV1823,Lý Khánh Thảo,2005-12-15,Nghệ An,Nữ,DC03,sv1823@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1007,SV1824,Nguyễn Thị Anh,2006-01-16,Thanh Hóa,Nữ,DC03,sv1824@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1008,SV1825,Trần Thanh Dung,2002-02-17,Hải Phòng,Nữ,DC03,sv1825@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1009,SV1826,Lê Đức Long,2003-03-18,Nam Định,Nam,DC03,sv1826@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1010,SV1827,Phạm Thanh Quân,2004-04-19,Quảng Nam,Nam,DC03,sv1827@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1011,SV1828,Hoàng Mỹ Nga,2005-05-20,Khánh Hòa,Nữ,DC03,sv1828@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1012,SV1829,Huỳnh Trọng Đạt,2006-06-21,Lâm Đồng,Nam,DC03,sv1829@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1013,SV183,Vũ Bảo Hà,2005-04-22,Cần Thơ,Nữ,CNTT03,sv183@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1014,SV1830,Phan Văn Cường,2002-07-22,TP.HCM,Nam,DC03,sv1830@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1015,SV1831,Vũ Thanh Hà,2003-08-23,Hà Nội,Nữ,DC03,sv1831@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1016,SV1832,Võ Phương Lan,2004-09-24,Đà Nẵng,Nữ,DC03,sv1832@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1017,SV1833,Đặng Thanh Tùng,2005-10-25,Cần Thơ,Nam,DC03,sv1833@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1018,SV1834,Bùi Gia Khôi,2006-11-26,Đồng Nai,Nam,DC03,sv1834@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1019,SV1835,Đỗ Trọng Bình,2002-12-27,Bình Dương,Nam,DC03,sv1835@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1020,SV1836,Hồ Thị Giang,2003-01-01,Long An,Nữ,DC03,sv1836@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1021,SV1837,Ngô Thanh Hương,2004-02-02,Tiền Giang,Nữ,DC03,sv1837@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1022,SV1838,Dương Phương Mai,2005-03-03,Nghệ An,Nữ,DC03,sv1838@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1023,SV1839,Lý Thanh Huy,2006-04-04,Thanh Hóa,Nam,DC03,sv1839@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1024,SV184,Võ Mỹ Lan,2006-05-23,Đồng Nai,Nữ,CNTT03,sv184@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1025,SV1840,Nguyễn Gia An,2002-05-05,Hải Phòng,Nam,DC03,sv1840@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Địa kỹ thuật,DC,Đang học
1026,SV1841,Trần Khánh Dung,2003-06-06,Nam Định,Nữ,DC04,sv1841@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1027,SV1842,Lê Thị Hạnh,2004-07-07,Quảng Nam,Nữ,DC04,sv1842@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1028,SV1843,Phạm Thanh Linh,2005-08-08,Khánh Hòa,Nữ,DC04,sv1843@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1029,SV1844,Hoàng Phương Nga,2006-09-09,Lâm Đồng,Nữ,DC04,sv1844@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1030,SV1845,Huỳnh Bảo Yến,2002-10-10,TP.HCM,Nữ,DC04,sv1845@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1031,SV1846,Phan Gia Cường,2003-11-11,Hà Nội,Nam,DC04,sv1846@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1032,SV1847,Vũ Trọng Khang,2004-12-12,Đà Nẵng,Nam,DC04,sv1847@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1033,SV1848,Võ Thị Lan,2005-01-13,Cần Thơ,Nữ,DC04,sv1848@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1034,SV1849,Đặng Quốc Tùng,2006-02-14,Đồng Nai,Nam,DC04,sv1849@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1035,SV185,Đặng Khánh My,2002-06-24,Bình Dương,Nữ,CNTT03,sv185@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1036,SV1850,Bùi Đức Khôi,2002-03-15,Bình Dương,Nam,DC04,sv1850@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1037,SV1851,Đỗ Bảo Bích,2003-04-16,Long An,Nữ,DC04,sv1851@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1038,SV1852,Hồ Mỹ Giang,2004-05-17,Tiền Giang,Nữ,DC04,sv1852@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1039,SV1853,Ngô Trọng Nam,2005-06-18,Nghệ An,Nam,DC04,sv1853@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1040,SV1854,Dương Văn Sơn,2006-07-19,Thanh Hóa,Nam,DC04,sv1854@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1041,SV1855,Lý Quốc Huy,2002-08-20,Hải Phòng,Nam,DC04,sv1855@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1042,SV1856,Nguyễn Phương Anh,2003-09-21,Nam Định,Nữ,DC04,sv1856@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1043,SV1857,Trần Bảo Dung,2004-10-22,Quảng Nam,Nữ,DC04,sv1857@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1044,SV1858,Lê Mỹ Hạnh,2005-11-23,Khánh Hòa,Nữ,DC04,sv1858@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1045,SV1859,Phạm Trọng Quân,2006-12-24,Lâm Đồng,Nam,DC04,sv1859@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1046,SV186,Bùi Văn Khôi,2003-07-25,Long An,Nam,CNTT03,sv186@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1047,SV1860,Hoàng Văn Việt,2002-01-25,TP.HCM,Nam,DC04,sv1860@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1048,SV1861,Huỳnh Thanh Yến,2003-02-26,Hà Nội,Nữ,DC04,sv1861@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1049,SV1862,Phan Phương Chi,2004-03-27,Đà Nẵng,Nữ,DC04,sv1862@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1050,SV1863,Vũ Bảo Hà,2005-04-01,Cần Thơ,Nữ,DC04,sv1863@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1051,SV1864,Võ Mỹ Lan,2006-05-02,Đồng Nai,Nữ,DC04,sv1864@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1052,SV1865,Đặng Khánh My,2002-06-03,Bình Dương,Nữ,DC04,sv1865@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1053,SV1866,Bùi Văn Khôi,2003-07-04,Long An,Nam,DC04,sv1866@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1054,SV1867,Đỗ Quốc Bình,2004-08-05,Tiền Giang,Nam,DC04,sv1867@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1055,SV1868,Hồ Phương Giang,2005-09-06,Nghệ An,Nữ,DC04,sv1868@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1056,SV1869,Ngô Thanh Nam,2006-10-07,Thanh Hóa,Nam,DC04,sv1869@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1057,SV187,Đỗ Quốc Bình,2004-08-26,Tiền Giang,Nam,CNTT03,sv187@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1058,SV1870,Dương Gia Sơn,2002-11-08,Hải Phòng,Nam,DC04,sv1870@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1059,SV1871,Lý Khánh Thảo,2003-12-09,Nam Định,Nữ,DC04,sv1871@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1060,SV1872,Nguyễn Thị Anh,2004-01-10,Quảng Nam,Nữ,DC04,sv1872@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1061,SV1873,Trần Quốc Dũng,2005-02-11,Khánh Hòa,Nam,DC04,sv1873@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1062,SV1874,Lê Đức Long,2006-03-12,Lâm Đồng,Nam,DC04,sv1874@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1063,SV1875,Phạm Thanh Quân,2002-04-13,TP.HCM,Nam,DC04,sv1875@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1064,SV1876,Hoàng Mỹ Nga,2003-05-14,Hà Nội,Nữ,DC04,sv1876@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1065,SV1877,Huỳnh Khánh Yến,2004-06-15,Đà Nẵng,Nữ,DC04,sv1877@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1066,SV1878,Phan Thị Chi,2005-07-16,Cần Thơ,Nữ,DC04,sv1878@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1067,SV1879,Vũ Quốc Khang,2006-08-17,Đồng Nai,Nam,DC04,sv1879@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1068,SV188,Hồ Phương Giang,2005-09-27,Nghệ An,Nữ,CNTT03,sv188@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1069,SV1880,Võ Đức Phong,2002-09-18,Bình Dương,Nam,DC04,sv1880@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1070,SV1881,Đặng Bảo My,2003-10-19,Long An,Nữ,DC04,sv1881@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1071,SV1882,Bùi Mỹ Trang,2004-11-20,Tiền Giang,Nữ,DC04,sv1882@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1072,SV1883,Đỗ Khánh Bích,2005-12-21,Nghệ An,Nữ,DC04,sv1883@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1073,SV1884,Hồ Thị Giang,2006-01-22,Thanh Hóa,Nữ,DC04,sv1884@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1074,SV1885,Ngô Thanh Hương,2002-02-23,Hải Phòng,Nữ,DC04,sv1885@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1075,SV1886,Dương Đức Sơn,2003-03-24,Nam Định,Nam,DC04,sv1886@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1076,SV1887,Lý Thanh Huy,2004-04-25,Quảng Nam,Nam,DC04,sv1887@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1077,SV1888,Nguyễn Mỹ Anh,2005-05-26,Khánh Hòa,Nữ,DC04,sv1888@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1078,SV1889,Trần Trọng Dũng,2006-06-27,Lâm Đồng,Nam,DC04,sv1889@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1079,SV189,Ngô Thanh Nam,2006-10-01,Thanh Hóa,Nam,CNTT03,sv189@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1080,SV1890,Lê Văn Long,2002-07-01,TP.HCM,Nam,DC04,sv1890@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1081,SV1891,Phạm Thanh Linh,2003-08-02,Hà Nội,Nữ,DC04,sv1891@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1082,SV1892,Hoàng Phương Nga,2004-09-03,Đà Nẵng,Nữ,DC04,sv1892@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1083,SV1893,Huỳnh Thanh Đạt,2005-10-04,Cần Thơ,Nam,DC04,sv1893@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1084,SV1894,Phan Gia Cường,2006-11-05,Đồng Nai,Nam,DC04,sv1894@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1085,SV1895,Vũ Trọng Khang,2002-12-06,Bình Dương,Nam,DC04,sv1895@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1086,SV1896,Võ Thị Lan,2003-01-07,Long An,Nữ,DC04,sv1896@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1087,SV1897,Đặng Thanh My,2004-02-08,Tiền Giang,Nữ,DC04,sv1897@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1088,SV1898,Bùi Phương Trang,2005-03-09,Nghệ An,Nữ,DC04,sv1898@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1089,SV1899,Đỗ Thanh Bình,2006-04-10,Thanh Hóa,Nam,DC04,sv1899@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1090,SV190,Dương Gia Sơn,2002-11-02,Hải Phòng,Nam,CNTT03,sv190@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1091,SV1900,Hồ Gia Hải,2002-05-11,Hải Phòng,Nam,DC04,sv1900@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1092,SV1901,Ngô Khánh Hương,2003-06-12,Nam Định,Nữ,DC04,sv1901@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1093,SV1902,Dương Thị Mai,2004-07-13,Quảng Nam,Nữ,DC04,sv1902@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1094,SV1903,Lý Thanh Thảo,2005-08-14,Khánh Hòa,Nữ,DC04,sv1903@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1095,SV1904,Nguyễn Phương Anh,2006-09-15,Lâm Đồng,Nữ,DC04,sv1904@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1096,SV1905,Trần Bảo Dung,2002-10-16,TP.HCM,Nữ,DC04,sv1905@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1097,SV1906,Lê Gia Long,2003-11-17,Hà Nội,Nam,DC04,sv1906@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1098,SV1907,Phạm Trọng Quân,2004-12-18,Đà Nẵng,Nam,DC04,sv1907@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1099,SV1908,Hoàng Thị Nga,2005-01-19,Cần Thơ,Nữ,DC04,sv1908@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1100,SV1909,Huỳnh Quốc Đạt,2006-02-20,Đồng Nai,Nam,DC04,sv1909@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1101,SV191,Lý Khánh Thảo,2003-12-03,Nam Định,Nữ,CNTT03,sv191@student.edu.vn,2022-2026,Đại học,Chính quy,Công nghệ thông tin,Khoa học máy tính,CNTT,Đang học
1102,SV1910,Phan Đức Cường,2002-03-21,Bình Dương,Nam,DC04,sv1910@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1103,SV1911,Vũ Bảo Hà,2003-04-22,Long An,Nữ,DC04,sv1911@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1104,SV1912,Võ Mỹ Lan,2004-05-23,Tiền Giang,Nữ,DC04,sv1912@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1105,SV1913,Đặng Trọng Tùng,2005-06-24,Nghệ An,Nam,DC04,sv1913@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1106,SV1914,Bùi Văn Khôi,2006-07-25,Thanh Hóa,Nam,DC04,sv1914@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1107,SV1915,Đỗ Quốc Bình,2002-08-26,Hải Phòng,Nam,DC04,sv1915@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1108,SV1916,Hồ Phương Giang,2003-09-27,Nam Định,Nữ,DC04,sv1916@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
1109,SV1917,Ngô Bảo Hương,2004-10-01,Quảng Nam,Nữ,DC04,sv1917@student.edu.vn,2022-2026,Đại học,Chính quy,Địa chất,Khoáng vật học,DC,Đang học
